cueX,cueZ,aimDz,speed,a,b,trials,legal,gold
0.15000,0.50000,-0.01715,11.000,-0.00857,0.00000,50,36,1
0.15000,0.50000,-0.01715,11.000,-0.00857,0.00857,50,43,1
0.15000,0.50000,-0.01715,11.000,0.00000,-0.00857,50,40,0
0.15000,0.50000,-0.01715,11.000,0.00000,0.00000,50,34,0
0.15000,0.50000,-0.01715,11.000,0.00000,0.00857,50,42,1
0.15000,0.50000,-0.01715,11.000,0.00857,-0.00857,50,31,1
0.15000,0.50000,-0.01715,11.000,0.00857,0.00000,50,26,3
0.15000,0.50000,-0.01715,11.000,0.00857,0.00857,50,21,0
0.15000,0.50000,-0.01715,14.000,-0.00857,-0.00857,50,41,1
0.15000,0.50000,-0.01715,14.000,-0.00857,0.00000,50,35,0
0.15000,0.50000,-0.01715,14.000,-0.00857,0.00857,50,38,0
0.15000,0.50000,-0.01715,14.000,0.00000,-0.00857,50,35,2
0.15000,0.50000,-0.01715,14.000,0.00000,0.00000,50,22,0
0.15000,0.50000,-0.01715,14.000,0.00000,0.00857,50,28,0
0.15000,0.50000,-0.01715,14.000,0.00857,-0.00857,50,27,2
0.15000,0.50000,-0.01715,14.000,0.00857,0.00000,50,20,0
0.15000,0.50000,-0.01715,14.000,0.00857,0.00857,50,24,1
0.15000,0.50000,-0.00857,8.000,-0.00857,-0.00857,50,40,0
0.15000,0.50000,-0.00857,8.000,-0.00857,0.00000,50,43,3
0.15000,0.50000,-0.00857,8.000,-0.00857,0.00857,50,43,1
0.15000,0.50000,-0.00857,8.000,0.00000,-0.00857,50,47,1
0.15000,0.50000,-0.00857,8.000,0.00000,0.00000,50,42,0
0.15000,0.50000,-0.00857,8.000,0.00000,0.00857,50,45,0
0.15000,0.50000,-0.00857,8.000,0.00857,-0.00857,50,34,0
0.15000,0.50000,-0.00857,8.000,0.00857,0.00000,50,32,0
0.15000,0.50000,-0.00857,8.000,0.00857,0.00857,50,30,0
0.15000,0.50000,-0.00857,11.000,-0.00857,-0.00857,50,36,3
0.15000,0.50000,-0.00857,11.000,-0.00857,0.00000,50,27,1
0.15000,0.50000,-0.00857,11.000,-0.00857,0.00857,50,38,2
